game_id,temp,condition,wind
747083,81,Clear,"9 mph, Out To CF"
745136,76,Partly Cloudy,"11 mph, In From LF"
746839,66,Clear,"10 mph, In From CF"
744978,74,Roof Closed,"0 mph, None"
746349,73,Roof Closed,"0 mph, None"
746266,74,Clear,"10 mph, R To L"
745624,75,Clear,"10 mph, Varies"
745374,81,Clear,"13 mph, L To R"
745295,69,Clear,"16 mph, Out To CF"
746107,82,Clear,"4 mph, Out To RF"
745781,71,Sunny,"8 mph, L To R"
746350,73,Roof Closed,"0 mph, None"
744973,74,Roof Closed,"0 mph, None"
745297,66,Sunny,"11 mph, Out To CF"
745375,78,Partly Cloudy,"10 mph, L To R"
746028,72,Roof Closed,"0 mph, None"
744812,73,Clear,"4 mph, Out To RF"
745704,70,Clear,"6 mph, R To L"
744893,70,Partly Cloudy,"11 mph, Out To LF"
747084,80,Partly Cloudy,"8 mph, Out To RF"
745138,73,Clear,"8 mph, In From RF"
746837,69,Clear,"7 mph, In From CF"
746267,76,Clear,"11 mph, In From RF"
745622,68,Clear,"9 mph, Varies"
746110,79,Clear,"8 mph, Out To RF"
744815,77,Partly Cloudy,"3 mph, In From LF"
745705,74,Partly Cloudy,"12 mph, Varies"
745137,77,Sunny,"7 mph, L To R"
746836,75,Partly Cloudy,"4 mph, R To L"
745623,68,Partly Cloudy,"13 mph, Varies"
745465,76,Clear,"4 mph, Calm"
744894,75,Partly Cloudy,"4 mph, L To R"
746998,75,Clear,"3 mph, L To R"
747082,79,Partly Cloudy,"6 mph, L To R"
745379,74,Clear,"8 mph, L To R"
745460,82,Clear,"2 mph, Out To RF"
746995,77,Clear,"2 mph, Out To LF"
745702,78,Clear,"6 mph, R To L"
744889,76,Clear,"8 mph, Out To RF"
746920,78,Partly Cloudy,"3 mph, In From LF"
746597,76,Partly Cloudy,"6 mph, In From RF"
746024,72,Roof Closed,"0 mph, None"
747080,82,Clear,"8 mph, L To R"
745870,79,Partly Cloudy,"5 mph, R To L"
746268,80,Cloudy,"9 mph, In From RF"
746758,80,Clear,"8 mph, In From RF"
745378,72,Clear,"8 mph, L To R"
745625,69,Partly Cloudy,"12 mph, Out To RF"
745217,57,Roof Closed,"0 mph, None"
746111,73,Clear,"8 mph, Out To RF"
745703,82,Partly Cloudy,"6 mph, Out To LF"
744890,76,Sunny,"9 mph, Out To CF"
746996,84,Partly Cloudy,"8 mph, R To L"
745617,73,Partly Cloudy,"9 mph, Out To RF"
746917,83,Partly Cloudy,"6 mph, In From LF"
745218,59,Roof Closed,"0 mph, Calm"
746022,72,Roof Closed,"0 mph, None"
745457,87,Clear,"4 mph, Calm"
746599,77,Partly Cloudy,"7 mph, In From CF"
745868,84,Partly Cloudy,"9 mph, In From RF"
746271,91,Partly Cloudy,"13 mph, R To L"
746756,86,Cloudy,"9 mph, In From LF"
747077,84,Clear,"6 mph, R To L"
745377,71,Clear,"8 mph, L To R"
746108,76,Clear,"10 mph, L To R"
747078,82,Sunny,"6 mph, L To R"
746918,84,Cloudy,"3 mph, Out To CF"
745459,87,Partly Cloudy,"2 mph, Out To LF"
745706,83,Partly Cloudy,"7 mph, R To L"
744892,73,Partly Cloudy,"9 mph, Out To CF"
746595,80,Cloudy,"5 mph, L To R"
746023,72,Roof Closed,"0 mph, None"
745863,82,Partly Cloudy,"9 mph, In From RF"
746263,93,Sunny,"14 mph, R To L"
746754,90,Sunny,"11 mph, R To L"
745618,76,Sunny,"8 mph, Out To RF"
745376,79,Sunny,"9 mph, L To R"
745212,63,Partly Cloudy,"4 mph, L To R"
746106,83,Sunny,"7 mph, Out To CF"
746994,86,Partly Cloudy,"5 mph, R To L"
746628,84,Sunny,"8 mph, L To R"
746596,85,Clear,"4 mph, In From CF"
746942,81,Cloudy,"8 mph, Out To LF"
745458,89,Partly Cloudy,"6 mph, In From LF"
745538,84,Partly Cloudy,"6 mph, L To R"
744813,82,Partly Cloudy,"3 mph, In From LF"
746915,75,Cloudy,"5 mph, Out To CF"
745865,91,Partly Cloudy,"3 mph, Out To CF"
745133,92,Clear,"7 mph, R To L"
746753,91,Clear,"12 mph, R To L"
746513,82,Partly Cloudy,"3 mph, R To L"
745215,71,Partly Cloudy,"2 mph, Out To RF"
746429,75,Clear,"7 mph, Out To LF"
746594,89,Clear,"6 mph, R To L"
746671,93,Clear,"6 mph, Out To LF"
745461,92,Partly Cloudy,"7 mph, Out To LF"
745540,86,Partly Cloudy,"6 mph, Out To CF"
744811,88,Clear,"5 mph, Out To RF"
746916,79,Clear,"3 mph, Out To CF"
745864,75,Partly Cloudy,"5 mph, In From LF"
