game_id,temp,condition,wind
745132,98,Clear,"6 mph, Out To LF"
746755,77,Cloudy,"3 mph, L To R"
745946,85,Partly Cloudy,"9 mph, R To L"
746510,84,Clear,"3 mph, Out To LF"
747162,78,Roof Closed,"0 mph, None"
745213,65,Partly Cloudy,"8 mph, In From CF"
746105,75,Clear,"7 mph, Out To RF"
745452,90,Sunny,"6 mph, Out To CF"
746589,83,Cloudy,"7 mph, L To R"
745541,96,Sunny,"8 mph, In From LF"
745211,61,Sunny,"4 mph, Out To RF"
746755,77,Cloudy,"3 mph, L To R"
746430,79,Cloudy,"9 mph, Out To RF"
746672,88,Partly Cloudy,"6 mph, Out To LF"
744809,98,Partly Cloudy,"5 mph, Out To RF"
746913,87,Clear,"7 mph, In From CF"
745866,75,Partly Cloudy,"7 mph, In From CF"
745134,87,Cloudy,"5 mph, In From LF"
746752,78,Partly Cloudy,"3 mph, Varies"
745943,78,Roof Closed,"2 mph, Calm"
746512,92,Partly Cloudy,"8 mph, Out To LF"
747161,74,Roof Closed,"0 mph, None"
746103,70,Clear,"7 mph, Out To RF"
746432,72,Overcast,"4 mph, R To L"
746748,81,Sunny,"6 mph, Out To RF"
745945,74,Overcast,"6 mph, In From LF"
745135,92,Sunny,"5 mph, R To L"
746514,82,Sunny,"4 mph, R To L"
747159,78,Roof Closed,"0 mph, None"
746670,92,Partly Cloudy,"5 mph, Out To CF"
745531,81,Cloudy,"13 mph, R To L"
746914,66,Clear,"2 mph, Out To CF"
746352,73,Roof Closed,"0 mph, None"
746102,71,Clear,"8 mph, Out To RF"
746730,92,Sunny,"5 mph, Varies"
746665,90,Partly Cloudy,"6 mph, R To L"
746433,91,Clear,"11 mph, In From RF"
745533,74,Overcast,"8 mph, R To L"
744810,73,Overcast,"2 mph, R To L"
745052,72,Dome,"0 mph, None"
745700,71,Cloudy,"10 mph, In From CF"
746593,84,Partly Cloudy,"4 mph, L To R"
744969,74,Roof Closed,"0 mph, None"
746353,73,Roof Closed,"0 mph, None"
745862,75,Clear,"7 mph, Out To CF"
746749,80,Partly Cloudy,"8 mph, Out To CF"
746511,85,Clear,"10 mph, Out To LF"
746184,73,Clear,"10 mph, R To L"
747156,78,Roof Closed,"0 mph, None"
745299,63,Clear,"14 mph, Out To CF"
745699,74,Cloudy,"6 mph, R To L"
744808,83,Cloudy,"5 mph, Out To CF"
745050,72,Dome,"0 mph, None"
746424,85,Partly Cloudy,"8 mph, Out To LF"
746590,76,Cloudy,"9 mph, In From CF"
744971,74,Roof Closed,"0 mph, None"
746348,73,Roof Closed,"0 mph, None"
745859,82,Clear,"13 mph, Out To LF"
746751,82,Clear,"6 mph, In From CF"
745532,80,Cloudy,"8 mph, Out To RF"
746667,79,Cloudy,"5 mph, Out To CF"
746507,89,Clear,"9 mph, In From CF"
747158,78,Roof Closed,"0 mph, None"
745296,66,Clear,"14 mph, Varies"
746182,77,Clear,"7 mph, Out To LF"
746669,81,Partly Cloudy,"6 mph, Out To CF"
744806,81,Cloudy,"5 mph, Out To LF"
745701,78,Cloudy,"8 mph, In From RF"
746426,80,Partly Cloudy,"9 mph, Out To CF"
746592,78,Sunny,"8 mph, In From CF"
745048,72,Dome,"0 mph, None"
746347,73,Roof Closed,"0 mph, None"
745861,69,Sunny,"10 mph, L To R"
746750,73,Sunny,"12 mph, L To R"
744970,74,Roof Closed,"0 mph, None"
746505,82,Sunny,"4 mph, Out To LF"
745292,69,Sunny,"15 mph, Varies"
746183,83,Sunny,"5 mph, Out To LF"
747157,78,Roof Closed,"0 mph, None"
745536,83,Partly Cloudy,"10 mph, Out To RF"
745947,72,Partly Cloudy,"5 mph, In From LF"
746992,81,Sunny,"8 mph, In From LF"
746668,79,Sunny,"11 mph, Out To CF"
746265,78,Sunny,"6 mph, L To R"
747155,76,Roof Closed,"0 mph, None"
745373,77,Sunny,"8 mph, L To R"
745046,72,Dome,"0 mph, None"
745619,73,Sunny,"14 mph, Out To RF"
745779,75,Clear,"11 mph, L To R"
746833,70,Clear,"8 mph, In From RF"
744972,74,Roof Closed,"0 mph, None"
746991,73,Clear,"6 mph, In From CF"
746020,72,Roof Closed,"0 mph, None"
745047,72,Dome,"0 mph, None"
744891,69,Clear,"14 mph, Out To CF"
745778,71,Clear,"2 mph, In From LF"
747079,82,Clear,"8 mph, L To R"
746264,79,Clear,"4 mph, R To L"
746834,72,Clear,"7 mph, In From RF"
745944,73,Clear,"9 mph, In From RF"
