game_id,temp,condition,wind
744821,90,Clear,"6 mph, Out To LF"
744982,74,Roof Closed,"0 mph, None"
746847,76,Cloudy,"13 mph, In From CF"
746276,95,Clear,"11 mph, R To L"
745628,66,Partly Cloudy,"11 mph, Out To RF"
746116,82,Clear,"7 mph, Out To LF"
745467,77,Cloudy,"9 mph, In From LF"
746033,72,Roof Closed,"0 mph, None"
744817,87,Cloudy,"10 mph, Out To LF"
744901,71,Roof Closed,"11 mph, Out To RF"
747086,89,Partly Cloudy,"11 mph, R To L"
745141,81,Cloudy,"18 mph, Out To RF"
744983,74,Roof Closed,"0 mph, Calm"
746840,70,Overcast,"19 mph, In From CF"
746273,77,Partly Cloudy,"12 mph, L To R"
746519,87,Partly Cloudy,"7 mph, In From CF"
745221,68,Clear,"4 mph, Out To RF"
745629,76,Clear,"9 mph, Out To RF"
746120,80,Clear,"8 mph, Out To RF"
746602,75,Cloudy,"11 mph, In From RF"
745713,67,Cloudy,"5 mph, Out To CF"
746604,76,Partly Cloudy,"4 mph, In From RF"
746602,75,Cloudy,"11 mph, In From RF"
746842,75,Sunny,"14 mph, In From RF"
744981,74,Roof Closed,"0 mph, None"
745630,75,Sunny,"10 mph, Varies"
745709,65,Rain,"12 mph, In From LF"
745713,67,Cloudy,"5 mph, Out To CF"
745469,78,Overcast,"10 mph, In From CF"
746031,72,Roof Closed,"0 mph, None"
744822,84,Overcast,"8 mph, In From RF"
744903,74,Clear,"11 mph, R To L"
747085,92,Clear,"8 mph, Out To LF"
745142,75,Overcast,"8 mph, L To R"
746272,83,Clear,"8 mph, R To L"
746521,73,Partly Cloudy,"6 mph, R To L"
745223,73,Clear,"2 mph, In From LF"
746115,76,Clear,"8 mph, Out To RF"
744819,77,Drizzle,"10 mph, R To L"
747081,88,Sunny,"10 mph, R To L"
745466,82,Cloudy,"10 mph, In From CF"
746522,67,Cloudy,"5 mph, In From CF"
746030,72,Roof Closed,"0 mph, None"
745710,69,Rain,"11 mph, In From CF"
744899,68,Roof Closed,"0 mph, None"
745143,81,Cloudy,"9 mph, L To R"
745226,80,Partly Cloudy,"2 mph, In From LF"
747169,78,Roof Closed,"0 mph, None"
745927,67,Partly Cloudy,"13 mph, Out To RF"
745871,65,Partly Cloudy,"10 mph, Out To CF"
744818,82,Cloudy,"5 mph, Out To CF"
745062,72,Dome,"0 mph, None"
744900,79,Clear,"10 mph, Out To RF"
746927,82,Cloudy,"12 mph, Out To RF"
746032,72,Roof Closed,"0 mph, None"
746275,73,Partly Cloudy,"7 mph, L To R"
746760,69,Overcast,"13 mph, L To R"
745957,65,Cloudy,"11 mph, In From RF"
746523,69,Overcast,"3 mph, Out To CF"
747168,78,Roof Closed,"0 mph, None"
746113,72,Clear,"10 mph, L To R"
745220,73,Clear,"4 mph, Out To CF"
745308,61,Cloudy,"10 mph, Varies"
745708,85,Sunny,"11 mph, L To R"
745712,84,Sunny,"8 mph, R To L"
745708,85,Sunny,"11 mph, L To R"
744897,73,Partly Cloudy,"20 mph, L To R"
745304,66,Partly Cloudy,"12 mph, Out To CF"
746922,87,Partly Cloudy,"6 mph, In From LF"
746026,72,Roof Closed,"0 mph, None"
744820,88,Cloudy,"3 mph, R To L"
746269,77,Clear,"3 mph, R To L"
745873,72,Partly Cloudy,"9 mph, Out To RF"
745955,73,Partly Cloudy,"14 mph, Out To LF"
745056,72,Dome,"0 mph, None"
746761,76,Partly Cloudy,"15 mph, Out To LF"
747164,79,Roof Closed,"0 mph, None"
746520,71,Cloudy,"7 mph, L To R"
746112,81,Clear,"9 mph, Out To RF"
745219,75,Clear,"4 mph, Out To CF"
744816,77,Cloudy,"5 mph, In From LF"
746923,81,Partly Cloudy,"4 mph, R To L"
745711,77,Partly Cloudy,"7 mph, Varies"
744895,68,Roof Closed,"0 mph, None"
745057,72,Dome,"0 mph, None"
746025,72,Roof Closed,"0 mph, None"
745872,70,Sunny,"2 mph, Out To RF"
745956,76,Partly Cloudy,"13 mph, Varies"
746517,77,Cloudy,"2 mph, In From LF"
745303,62,Partly Cloudy,"14 mph, Out To CF"
746114,88,Sunny,"6 mph, Out To CF"
747166,78,Roof Closed,"0 mph, None"
745216,69,Partly Cloudy,"0 mph, Calm"
746603,74,Clear,"5 mph, In From CF"
746682,79,Partly Cloudy,"4 mph, Out To CF"
745058,72,Dome,"0 mph, None"
746921,71,Cloudy,"3 mph, R To L"
745874,81,Clear,"5 mph, In From CF"
746762,77,Cloudy,"8 mph, In From CF"
745953,78,Clear,"5 mph, L To R"
